task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.20296,94.27,0.787
diagonal,1,2,0.04651,98.48,0.546
diagonal,1,3,0.04311,98.49,0.456
diagonal,1,4,0.02308,99.17,0.44
diagonal,1,5,0.02078,99.2,0.368
vertical,2,1,0.23609,94.63,0.36
vertical,2,2,0.03009,98.95,0.364
vertical,2,3,0.02067,99.36,0.357
vertical,2,4,0.01207,99.64,0.371
vertical,2,5,0.01134,99.66,0.391
xor_quadrant,3,1,1.0676,60.38,0.358
xor_quadrant,3,2,0.19781,95.75,0.399
xor_quadrant,3,3,0.08776,96.86,0.462
xor_quadrant,3,4,0.07333,97.35,0.459
xor_quadrant,3,5,0.05163,98.1,0.548
horizontal,4,1,0.32611,91.49,0.481
horizontal,4,2,0.04403,98.68,0.438
horizontal,4,3,0.04134,98.78,0.549
horizontal,4,4,0.01866,99.51,0.522
horizontal,4,5,0.02651,99.1,0.507
circle,5,1,0.75769,71.87,0.538
circle,5,2,0.3237,84.92,0.532
circle,5,3,0.09684,96.82,0.451
circle,5,4,0.0792,96.95,0.448
circle,5,5,0.05897,97.95,0.45
