,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,98.65,74.3,50.7,74.85,49.5
vertical,,99.55,50.75,49.0,50.15
xor_quadrant,,,97.85,50.2,50.75
horizontal,,,,99.4,49.35
circle,,,,,97.55
