task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.16754,97.21,0.684
diagonal,1,2,0.0472,98.34,0.444
diagonal,1,3,0.04076,98.58,0.448
diagonal,1,4,0.0238,99.23,0.458
diagonal,1,5,0.02295,99.16,0.424
horizontal,2,1,0.27088,93.05,0.388
horizontal,2,2,0.01599,99.56,0.355
horizontal,2,3,0.01653,99.44,0.364
horizontal,2,4,0.0128,99.55,0.362
horizontal,2,5,0.0123,99.6,0.369
vertical,3,1,0.77539,77.27,0.382
vertical,3,2,0.03739,99.06,0.403
vertical,3,3,0.0437,98.65,0.397
vertical,3,4,0.01808,99.48,0.38
vertical,3,5,0.01378,99.59,0.361
xor_quadrant,4,1,0.55085,86.44,0.404
xor_quadrant,4,2,0.04662,98.72,0.436
xor_quadrant,4,3,0.03504,98.88,0.458
xor_quadrant,4,4,0.0238,99.31,0.443
xor_quadrant,4,5,0.02496,99.18,0.425
circle,5,1,0.75392,73.59,0.439
circle,5,2,0.22452,91.81,0.439
circle,5,3,0.11092,95.96,0.438
circle,5,4,0.07423,97.32,0.425
circle,5,5,0.06065,97.68,0.432
