task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.80387,49.31,1.449
xor_quadrant,1,2,0.69593,47.42,1.123
xor_quadrant,1,3,0.68125,60.53,1.959
xor_quadrant,1,4,0.66866,60.59,1.788
xor_quadrant,1,5,0.64872,62.71,1.191
diagonal,2,1,0.51702,86.03,1.258
diagonal,2,2,0.42257,88.37,1.479
diagonal,2,3,0.34424,89.87,1.928
diagonal,2,4,0.27844,91.35,1.966
diagonal,2,5,0.22512,92.86,2.081
vertical,3,1,0.43872,79.22,2.37
vertical,3,2,0.27678,87.72,1.991
vertical,3,3,0.17291,93.83,1.935
vertical,3,4,0.10833,97.15,2.093
vertical,3,5,0.06997,99.16,1.316
circle,4,1,1.64468,49.97,1.287
circle,4,2,1.25597,50.32,1.294
circle,4,3,0.98457,50.73,1.241
circle,4,4,0.79002,52.72,1.364
circle,4,5,0.6618,56.55,1.333
horizontal,5,1,0.67271,67.65,1.321
horizontal,5,2,0.51975,76.34,1.263
horizontal,5,3,0.39842,85.78,1.274
horizontal,5,4,0.27898,93.67,1.25
horizontal,5,5,0.18626,97.63,1.246
