task,initial_accuracy,best_accuracy,final_accuracy,forgetting
xor_quadrant,60.55,66.0,51.4,14.6
diagonal,94.05,94.05,76.2,17.85
vertical,99.6,99.6,50.3,49.3
circle,58.1,58.1,48.9,9.2
horizontal,99.6,99.6,99.6,0.0
