task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.7015,50.29,1.513
horizontal,1,2,0.64422,74.99,1.548
horizontal,1,3,0.57124,90.14,1.139
horizontal,1,4,0.44561,94.0,1.091
horizontal,1,5,0.28313,98.19,1.141
vertical,2,1,0.8636,51.37,1.207
vertical,2,2,0.69941,56.32,1.334
vertical,2,3,0.55367,65.31,1.285
vertical,2,4,0.43434,79.58,1.253
vertical,2,5,0.3357,88.27,1.242
circle,3,1,0.87079,51.93,1.262
circle,3,2,0.69818,54.57,1.321
circle,3,3,0.61503,60.95,1.308
circle,3,4,0.57532,71.34,1.334
circle,3,5,0.55482,75.61,1.251
diagonal,4,1,0.54066,70.8,1.383
diagonal,4,2,0.41335,90.38,1.358
diagonal,4,3,0.32731,91.79,1.599
diagonal,4,4,0.25966,94.18,1.425
diagonal,4,5,0.20765,96.74,1.438
xor_quadrant,5,1,1.16982,59.39,1.42
xor_quadrant,5,2,0.9029,66.4,1.236
xor_quadrant,5,3,0.75432,66.34,1.268
xor_quadrant,5,4,0.68357,65.72,1.336
xor_quadrant,5,5,0.6558,65.16,1.22
