task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.79517,49.31,1.64
xor_quadrant,1,2,0.69077,51.64,1.723
xor_quadrant,1,3,0.68176,59.72,1.437
xor_quadrant,1,4,0.6696,61.22,1.22
xor_quadrant,1,5,0.64946,61.61,1.289
diagonal,2,1,0.52331,85.89,1.495
diagonal,2,2,0.41132,88.6,1.617
diagonal,2,3,0.31962,90.45,1.442
diagonal,2,4,0.24562,92.2,1.379
diagonal,2,5,0.188,94.13,1.328
vertical,3,1,0.44702,79.56,1.319
vertical,3,2,0.25489,88.88,1.293
vertical,3,3,0.14791,94.37,1.328
vertical,3,4,0.08834,97.53,1.292
vertical,3,5,0.05701,99.07,1.367
circle,4,1,1.76745,49.76,1.298
circle,4,2,1.15617,49.84,1.297
circle,4,3,0.81811,49.98,1.319
circle,4,4,0.65131,53.33,1.4
circle,4,5,0.579,69.25,1.427
horizontal,5,1,0.68202,63.56,1.406
horizontal,5,2,0.55207,78.89,1.432
horizontal,5,3,0.42744,90.46,1.353
horizontal,5,4,0.29851,96.76,1.303
horizontal,5,5,0.18449,98.47,1.237
