task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.59548,81.96,1.375
horizontal,1,2,0.23824,97.81,0.997
horizontal,1,3,0.08596,99.08,0.953
horizontal,1,4,0.04708,99.34,0.94
horizontal,1,5,0.03032,99.62,0.877
vertical,2,1,0.93113,68.54,0.873
vertical,2,2,0.23513,92.73,0.869
vertical,2,3,0.10022,97.77,0.952
vertical,2,4,0.0558,99.2,1.039
vertical,2,5,0.03738,99.42,0.928
circle,3,1,1.23999,50.88,0.932
circle,3,2,0.57124,73.42,1.019
circle,3,3,0.52827,76.1,0.933
circle,3,4,0.47265,76.1,1.037
circle,3,5,0.34851,85.13,1.123
diagonal,4,1,0.26325,90.41,0.983
diagonal,4,2,0.08532,98.38,0.926
diagonal,4,3,0.05346,99.23,1.02
diagonal,4,4,0.0381,99.34,0.945
diagonal,4,5,0.03221,99.12,0.949
xor_quadrant,5,1,1.16901,66.04,0.906
xor_quadrant,5,2,0.60169,68.68,0.895
xor_quadrant,5,3,0.56328,69.81,0.91
xor_quadrant,5,4,0.53389,70.7,0.9
xor_quadrant,5,5,0.47864,72.93,0.92
