task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.69225,53.06,2.029
xor_quadrant,1,2,0.69027,56.96,1.109
xor_quadrant,1,3,0.68631,53.38,1.197
xor_quadrant,1,4,0.67874,59.07,1.133
xor_quadrant,1,5,0.6642,61.72,1.295
vertical,2,1,0.58002,77.31,1.264
vertical,2,2,0.48709,85.17,1.325
vertical,2,3,0.39011,91.07,1.28
vertical,2,4,0.294,94.43,1.321
vertical,2,5,0.20837,97.16,1.291
horizontal,3,1,0.95679,53.32,1.284
horizontal,3,2,0.74976,57.24,1.294
horizontal,3,3,0.59462,64.25,1.242
horizontal,3,4,0.45373,76.57,1.191
horizontal,3,5,0.32286,87.16,1.317
diagonal,4,1,0.27557,87.3,1.482
diagonal,4,2,0.20783,93.57,1.574
diagonal,4,3,0.16269,97.05,1.743
diagonal,4,4,0.12991,98.35,1.65
diagonal,4,5,0.10331,98.81,1.617
circle,5,1,1.53694,51.58,1.681
circle,5,2,1.16962,54.57,1.508
circle,5,3,0.93965,55.76,1.326
circle,5,4,0.78126,56.24,1.244
circle,5,5,0.67593,57.06,1.666
