task,initial_accuracy,best_accuracy,final_accuracy,forgetting
xor_quadrant,60.55,69.55,69.55,0.0
vertical,98.55,98.55,68.45,30.1
horizontal,78.9,78.9,71.55,7.35
diagonal,97.4,97.4,70.85,26.55
circle,59.15,59.15,59.15,0.0
