task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.80387,49.31,1.417
xor_quadrant,1,2,0.69593,47.42,1.152
xor_quadrant,1,3,0.68125,60.53,1.17
xor_quadrant,1,4,0.66866,60.59,1.125
xor_quadrant,1,5,0.64872,62.71,1.184
vertical,2,1,0.55273,77.64,1.718
vertical,2,2,0.4189,89.42,1.583
vertical,2,3,0.28785,96.83,1.265
vertical,2,4,0.18603,98.61,1.24
vertical,2,5,0.12576,98.44,1.249
horizontal,3,1,1.3316,48.82,1.257
horizontal,3,2,0.99283,51.88,1.239
horizontal,3,3,0.76686,58.17,1.238
horizontal,3,4,0.61678,66.31,1.238
horizontal,3,5,0.50737,74.36,1.252
diagonal,4,1,0.34882,89.88,1.314
diagonal,4,2,0.28844,91.35,1.237
diagonal,4,3,0.23983,93.04,1.242
diagonal,4,4,0.19806,94.91,1.402
diagonal,4,5,0.16113,96.61,1.388
circle,5,1,1.20119,53.82,1.291
circle,5,2,0.96294,55.46,1.325
circle,5,3,0.80405,56.55,1.28
circle,5,4,0.68954,57.25,1.153
circle,5,5,0.61465,57.64,1.172
