,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,97.0,87.45,76.0,49.95,61.7
xor_quadrant,,54.3,50.95,49.0,61.35
diagonal,,,95.45,75.4,67.05
vertical,,,,98.95,68.0
circle,,,,,58.05
