task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.65189,70.42,1.805
horizontal,1,2,0.58937,80.33,1.525
horizontal,1,3,0.49485,86.61,1.41
horizontal,1,4,0.36529,91.58,1.366
horizontal,1,5,0.23135,95.2,1.167
xor_quadrant,2,1,1.05647,51.72,1.234
xor_quadrant,2,2,0.89587,52.87,1.628
xor_quadrant,2,3,0.788,53.21,1.193
xor_quadrant,2,4,0.71659,53.11,1.196
xor_quadrant,2,5,0.6739,55.51,1.239
diagonal,3,1,0.47488,86.16,1.416
diagonal,3,2,0.38747,87.44,1.431
diagonal,3,3,0.31641,90.7,1.456
diagonal,3,4,0.25312,93.47,1.534
diagonal,3,5,0.20211,95.13,1.439
vertical,4,1,0.43353,79.62,1.692
vertical,4,2,0.27977,88.91,1.38
vertical,4,3,0.19304,93.84,1.445
vertical,4,4,0.13124,96.78,1.605
vertical,4,5,0.08658,98.72,1.682
circle,5,1,1.56968,49.45,1.31
circle,5,2,1.17947,49.43,1.292
circle,5,3,0.92568,50.03,1.75
circle,5,4,0.75613,52.11,1.707
circle,5,5,0.64158,57.17,1.678
