task,forgetting_phase1,forgetting_phase2,delta
horizontal,49.05,46.1,-2.95
xor_quadrant,51.0,8.0,-43.0
circle,48.75,24.35,-24.4
diagonal,50.65,15.35,-35.3
vertical,0.0,0.0,0.0
