task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.66468,67.98,1.754
horizontal,1,2,0.62978,77.3,2.032
horizontal,1,3,0.57443,84.03,1.591
horizontal,1,4,0.49206,88.65,1.586
horizontal,1,5,0.38424,92.36,1.625
xor_quadrant,2,1,0.8134,52.11,1.673
xor_quadrant,2,2,0.76515,52.56,1.663
xor_quadrant,2,3,0.72367,54.08,1.676
xor_quadrant,2,4,0.69216,55.14,1.556
xor_quadrant,2,5,0.67048,58.87,1.593
circle,3,1,0.65785,58.83,1.546
circle,3,2,0.5745,72.73,1.556
circle,3,3,0.55176,76.56,1.835
circle,3,4,0.54376,76.56,2.773
circle,3,5,0.5384,76.56,2.387
diagonal,4,1,0.71379,50.5,1.925
diagonal,4,2,0.59439,72.1,2.296
diagonal,4,3,0.51644,87.22,2.046
diagonal,4,4,0.44806,87.11,1.67
diagonal,4,5,0.38539,88.64,1.58
vertical,5,1,0.53456,72.42,1.702
vertical,5,2,0.41435,83.21,1.701
vertical,5,3,0.30552,92.25,1.783
vertical,5,4,0.2182,97.48,1.661
vertical,5,5,0.15687,98.49,1.835
