step,gov_loss,loss_att,loss_ret,loss_int,loss_new,loss_new_before,loss_new_after,loss_old,loss_old_before,loss_old_after,sparse_cost,ewc_cost,delta_cost,delta_cost_live,phase_scale,allocated_weights,frac_active,demand,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9
1,0.14193806052207947,0.08925067633390427,0.08246910572052002,0.1720135509967804,-0.07735276222229004,0.7281,0.6508,0.0,0.0,0.0,0.0002435588976368308,0.0,0.030398784205317497,0.6003760099411011,19.75,11000,0.244,0.239,0.2003,0.151,0.0,0.3186,0.3623,0.0
50,0.988693118095398,0.004260903224349022,0.8383826017379761,0.8836041688919067,-0.13773751258850098,0.7088,0.571,0.062456727027893066,0.6631,0.7255,0.04711422696709633,0.7874469757080078,0.05146682634949684,1.0164698362350464,19.75,10000,0.222,0.222,0.3018,0.257,0.0,0.5287,0.4203,0.0
100,1.47170889377594,-0.10406674444675446,1.1503499746322632,1.2855989933013916,-0.0687064528465271,0.7134,0.6447,0.04923868179321289,0.595,0.6443,0.28129124641418457,1.4209206104278564,0.0673222467303276,1.3296144008636475,19.75,10000,0.222,0.231,0.4885,0.416,0.0,0.8512,0.4203,0.0
150,2.0476644039154053,-0.11958546936511993,1.5429168939590454,1.7708173990249634,-0.370263934135437,0.8134,0.4431,0.0,0.0,0.0,0.3959941864013672,0.0,0.07549871504306793,1.4910995960235596,19.75,10000,0.222,0.232,0.5487,0.4672,0.0,0.9528,0.4203,0.5797
200,3.0318350791931152,-0.196344256401062,2.560574531555176,2.780221462249756,-0.3658602237701416,0.6155,0.2497,0.09602311253547668,0.4532,0.5493,0.4550182521343231,2.1354405879974365,0.06477653235197067,1.2793365716934204,19.75,10000,0.222,0.232,0.5733,0.4881,0.0,0.9958,0.4203,0.5797
