task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.71534,49.89,1.675
horizontal,1,2,0.6764,59.63,1.406
horizontal,1,3,0.64485,77.98,1.26
horizontal,1,4,0.59926,82.54,1.506
horizontal,1,5,0.52849,86.87,1.445
vertical,2,1,0.6013,63.07,1.489
vertical,2,2,0.55731,68.26,1.426
vertical,2,3,0.50628,75.58,1.367
vertical,2,4,0.44401,83.23,1.41
vertical,2,5,0.37391,88.84,1.539
circle,3,1,0.81276,53.08,1.395
circle,3,2,0.69955,56.56,1.384
circle,3,3,0.63894,62.8,1.376
circle,3,4,0.60131,70.11,1.398
circle,3,5,0.57727,74.1,1.392
diagonal,4,1,0.57125,64.83,1.415
diagonal,4,2,0.46806,89.72,1.408
diagonal,4,3,0.41064,91.83,1.45
diagonal,4,4,0.35099,93.62,1.486
diagonal,4,5,0.29463,95.29,1.571
xor_quadrant,5,1,0.92749,60.9,1.482
xor_quadrant,5,2,0.83484,65.31,1.397
xor_quadrant,5,3,0.76967,65.18,1.434
xor_quadrant,5,4,0.72124,64.58,1.458
xor_quadrant,5,5,0.68618,64.68,1.423
