phase,batch,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9
1,0,0.021582171320915222,0.005432832520455122,0.009332037530839443,0.14493340253829956,0.9980868697166443,0.0
1,78,0.020573124289512634,0.0057695829309523106,0.0008615641272626817,0.141793891787529,0.998376727104187,0.0
1,0,0.019320009276270866,0.0054678297601640224,0.0008157340344041586,0.13533444702625275,0.9986665844917297,0.0
1,78,0.018468691036105156,0.005188191309571266,0.0006524057243950665,0.1268322765827179,0.9989564418792725,0.0
1,0,0.02139679528772831,0.006004820112138987,0.0007557389908470213,0.14800873398780823,0.9982607960700989,0.0
1,78,0.027087528258562088,0.007385836448520422,0.0008359159110113978,0.17560908198356628,0.998144805431366,0.0
1,0,0.02064802125096321,0.00579850934445858,0.0006425945903174579,0.14561814069747925,0.9985506534576416,0.0
1,78,0.02357463911175728,0.0065637072548270226,0.0006550851976498961,0.16103370487689972,0.9982607960700989,0.0
1,0,0.022987259551882744,0.0064070140942931175,0.0006371265626512468,0.15901784598827362,0.9982607960700989,0.0
1,78,0.02216304838657379,0.006155169103294611,0.000554715923499316,0.15044496953487396,0.9986085891723633,0.0
2,0,0.012571709230542183,0.005582794547080994,0.00044645919115282595,0.1034432202577591,0.9998840689659119,0.0
2,78,0.013462798669934273,0.005930901505053043,0.0004868574033025652,0.11312278360128403,0.9996521472930908,0.0
2,0,0.014221726916730404,0.006244108080863953,0.0005071376799605787,0.11837901920080185,0.9994782209396362,0.0
2,78,0.01631450280547142,0.007125193253159523,0.0005952949868515134,0.12776169180870056,0.9993042945861816,0.0
2,0,0.014643436297774315,0.006462984252721071,0.0005242194747552276,0.11615975946187973,0.9995942115783691,0.0
2,78,0.02048300951719284,0.00901065208017826,0.0006190714193508029,0.18080219626426697,0.9990144371986389,0.0
2,0,0.015334087423980236,0.006761707831174135,0.0004732271481771022,0.1217111349105835,0.9994782209396362,0.0
2,78,0.011630273424088955,0.005153609439730644,0.0004189595638308674,0.09362144768238068,1.0,0.0
2,0,0.017597485333681107,0.007688111625611782,0.0005575167597271502,0.13412563502788544,0.99924635887146,0.0
2,78,0.018350547179579735,0.00804975163191557,0.0005897757364436984,0.136173814535141,0.99924635887146,0.0
3,0,0.008915897458791733,0.004044831730425358,0.0004746961349155754,0.08183027058839798,1.0,0.0
3,78,0.0116252601146698,0.005163914058357477,0.0006252722232602537,0.10056797415018082,0.9999420046806335,0.0
3,0,0.010440511628985405,0.004637659061700106,0.0005548547487705946,0.09190475195646286,1.0,0.0
3,78,0.012615843676030636,0.005628353450447321,0.000660677847918123,0.10592491179704666,0.999768078327179,0.0
3,0,0.00998188927769661,0.004419134929776192,0.0005482599954120815,0.08612541109323502,1.0,0.0
3,78,0.009006928652524948,0.004010679665952921,0.0004962625098414719,0.07747771590948105,1.0,0.0
3,0,0.011984153650701046,0.005299095530062914,0.0006410612841136754,0.10162779688835144,0.9999420046806335,0.0
3,78,0.014496752060949802,0.0065234266221523285,0.000671554880682379,0.12181580811738968,0.9995362162590027,0.0
3,0,0.012547596357762814,0.005563618149608374,0.000670574139803648,0.10593902319669724,0.9998260736465454,0.0
3,78,0.013328184373676777,0.005987595766782761,0.0006228417041711509,0.11290021985769272,0.9996521472930908,0.0
4,0,0.015195579268038273,0.006944108754396439,0.0008210294181481004,0.12809281051158905,0.9994202852249146,0.0
4,78,0.014818157069385052,0.006659106817096472,0.0008442115504294634,0.12523868680000305,0.9996521472930908,0.0
4,0,0.01465816330164671,0.00660012848675251,0.0008322813082486391,0.12537693977355957,0.9995942115783691,0.0
4,78,0.016153616830706596,0.007156866602599621,0.0009408443002030253,0.1347525268793106,0.9994782209396362,0.0
4,0,0.014690502546727657,0.006547379773110151,0.0008554693195037544,0.1254357397556305,0.9997101426124573,0.0
4,78,0.01967519335448742,0.008674024604260921,0.0011706170625984669,0.1486726850271225,0.9990144371986389,0.0
4,0,0.01583888940513134,0.0070562902837991714,0.0009376697125844657,0.12168853729963303,0.9994782209396362,0.0
4,78,0.0210246779024601,0.009207729250192642,0.0012710854643955827,0.150734543800354,0.9990724325180054,0.0
4,0,0.016519511118531227,0.007336063776165247,0.0009940710151568055,0.12302075326442719,0.9994782209396362,0.0
4,78,0.01402632798999548,0.0062834094278514385,0.0008493844070471823,0.10271234065294266,0.9998840689659119,0.0
5,0,0.012734651565551758,0.005778666585683823,0.0007956207264214754,0.11194489896297455,0.999768078327179,0.0
5,78,0.015295872464776039,0.006837011314928532,0.0009747972362674773,0.12244386970996857,0.9993622899055481,0.0
5,0,0.012105284258723259,0.005436727777123451,0.0007697931141592562,0.10209521651268005,0.9999420046806335,0.0
5,78,0.013004721142351627,0.005770041607320309,0.0008392147719860077,0.11137014627456665,0.9998260736465454,0.0
5,0,0.012855218723416328,0.005812088027596474,0.0008358883205801249,0.10516071319580078,0.9998840689659119,0.0
5,78,0.016735443845391273,0.0075033302418887615,0.0009819110855460167,0.13222824037075043,0.99924635887146,0.0
5,0,0.012945284135639668,0.00569527642801404,0.0008429804001934826,0.10371772944927216,0.9998840689659119,0.0
5,78,0.008424263447523117,0.0037314025685191154,0.00048539703129790723,0.0722111314535141,1.0,0.0
5,0,0.013073934242129326,0.005754800979048014,0.0008586898329667747,0.10502398014068604,0.9998840689659119,0.0
5,78,0.014401060529053211,0.006359629333019257,0.000860696891322732,0.10905994474887848,0.9998840689659119,0.0
