task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.19201,94.11,0.68
horizontal,1,2,0.02977,99.09,0.372
horizontal,1,3,0.01963,99.35,0.362
horizontal,1,4,0.01123,99.63,0.365
horizontal,1,5,0.01679,99.29,0.371
vertical,2,1,0.57085,81.98,0.369
vertical,2,2,0.0259,99.2,0.398
vertical,2,3,0.02537,99.26,0.386
vertical,2,4,0.02152,99.32,0.411
vertical,2,5,0.01424,99.56,0.377
circle,3,1,0.65575,79.04,0.387
circle,3,2,0.08762,97.36,0.391
circle,3,3,0.07058,97.29,0.359
circle,3,4,0.04502,98.34,0.363
circle,3,5,0.0474,98.28,0.362
diagonal,4,1,0.30792,90.37,0.375
diagonal,4,2,0.05262,98.22,0.373
diagonal,4,3,0.05591,97.58,0.42
diagonal,4,4,0.03786,98.59,0.414
diagonal,4,5,0.05004,97.92,0.426
xor_quadrant,5,1,0.8279,68.27,0.413
xor_quadrant,5,2,0.19102,94.51,0.412
xor_quadrant,5,3,0.07245,97.55,0.429
xor_quadrant,5,4,0.05831,97.78,0.422
xor_quadrant,5,5,0.0466,98.22,0.418
