task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.16754,97.21,0.669
diagonal,1,2,0.0472,98.34,0.543
diagonal,1,3,0.04076,98.58,0.534
diagonal,1,4,0.0238,99.23,0.546
diagonal,1,5,0.02295,99.16,0.362
vertical,2,1,0.27888,92.99,0.36
vertical,2,2,0.02784,99.05,0.367
vertical,2,3,0.02888,98.8,0.373
vertical,2,4,0.01754,99.39,0.411
vertical,2,5,0.01736,99.35,0.413
xor_quadrant,3,1,1.00164,63.66,0.412
xor_quadrant,3,2,0.1477,96.3,0.431
xor_quadrant,3,3,0.07765,97.2,0.411
xor_quadrant,3,4,0.05605,98.07,0.374
xor_quadrant,3,5,0.05883,97.8,0.461
horizontal,4,1,0.31638,91.03,0.472
horizontal,4,2,0.04534,98.73,0.473
horizontal,4,3,0.02443,99.32,0.466
horizontal,4,4,0.03311,98.99,0.482
horizontal,4,5,0.02098,99.33,0.466
circle,5,1,0.84913,70.27,0.445
circle,5,2,0.43076,76.56,0.457
circle,5,3,0.39038,76.56,0.437
circle,5,4,0.30853,84.41,0.365
circle,5,5,0.10125,95.83,0.365
