task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.76318,49.81,1.604
horizontal,1,2,0.61874,73.12,1.339
horizontal,1,3,0.5138,88.79,1.244
horizontal,1,4,0.35026,93.65,1.153
horizontal,1,5,0.19874,97.22,1.292
xor_quadrant,2,1,1.13402,51.65,1.336
xor_quadrant,2,2,0.89931,52.67,1.305
xor_quadrant,2,3,0.76551,54.4,1.289
xor_quadrant,2,4,0.68647,57.98,1.305
xor_quadrant,2,5,0.64132,63.66,1.263
diagonal,3,1,0.47108,87.13,1.39
diagonal,3,2,0.36225,89.67,1.286
diagonal,3,3,0.27932,91.73,1.278
diagonal,3,4,0.2125,93.74,1.275
diagonal,3,5,0.15995,96.01,1.324
vertical,4,1,0.42952,80.95,1.211
vertical,4,2,0.22254,90.65,1.269
vertical,4,3,0.12401,95.49,1.252
vertical,4,4,0.0733,97.87,1.254
vertical,4,5,0.04642,99.35,1.247
circle,5,1,1.6732,49.68,1.215
circle,5,2,0.99933,50.14,1.233
circle,5,3,0.69487,50.0,1.248
circle,5,4,0.581,64.41,1.203
circle,5,5,0.54062,75.66,1.284
