task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.69263,53.14,1.823
horizontal,1,2,0.63228,80.62,1.318
horizontal,1,3,0.55074,86.43,1.361
horizontal,1,4,0.43552,89.78,1.663
horizontal,1,5,0.29535,93.68,1.168
vertical,2,1,0.81062,55.53,1.378
vertical,2,2,0.67753,58.77,1.426
vertical,2,3,0.57075,65.15,1.588
vertical,2,4,0.46565,75.87,1.555
vertical,2,5,0.35443,86.92,1.263
circle,3,1,0.86552,51.55,1.419
circle,3,2,0.68188,57.36,1.477
circle,3,3,0.60682,69.0,1.509
circle,3,4,0.56996,75.84,1.467
circle,3,5,0.55047,75.86,1.659
diagonal,4,1,0.58255,69.48,1.554
diagonal,4,2,0.42662,89.87,1.4
diagonal,4,3,0.32339,91.8,1.379
diagonal,4,4,0.24467,94.26,1.364
diagonal,4,5,0.1857,96.82,1.381
xor_quadrant,5,1,1.15382,58.38,1.444
xor_quadrant,5,2,0.83358,65.72,1.317
xor_quadrant,5,3,0.69072,66.86,1.36
xor_quadrant,5,4,0.63595,67.25,1.229
xor_quadrant,5,5,0.60757,68.3,1.466
