task,forgetting_phase1,forgetting_phase2,delta
diagonal,49.05,48.85,-0.2
vertical,51.0,50.85,-0.15
xor_quadrant,48.75,17.55,-31.2
horizontal,50.65,48.65,-2.0
circle,0.0,0.0,0.0
