task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.76318,49.81,1.614
horizontal,1,2,0.61874,73.12,1.095
horizontal,1,3,0.5138,88.79,1.168
horizontal,1,4,0.35026,93.65,1.313
horizontal,1,5,0.19874,97.22,1.391
vertical,2,1,1.08945,51.58,1.334
vertical,2,2,0.83869,54.2,1.244
vertical,2,3,0.67767,58.84,1.195
vertical,2,4,0.54727,68.44,1.403
vertical,2,5,0.41445,82.51,1.351
circle,3,1,0.80902,53.7,1.382
circle,3,2,0.67017,57.2,1.478
circle,3,3,0.60825,64.96,1.285
circle,3,4,0.57369,73.54,1.224
circle,3,5,0.55216,75.66,1.192
diagonal,4,1,0.54841,72.2,1.243
diagonal,4,2,0.4029,89.72,1.431
diagonal,4,3,0.30444,91.51,1.324
diagonal,4,4,0.22559,94.02,1.375
diagonal,4,5,0.16211,96.85,1.286
xor_quadrant,5,1,1.10201,59.19,1.421
xor_quadrant,5,2,0.74986,68.37,1.381
xor_quadrant,5,3,0.642,69.83,1.281
xor_quadrant,5,4,0.60736,70.48,1.253
xor_quadrant,5,5,0.58701,71.28,1.348
