phase,batch,mask_mean,mask_std,mask_min,mask_max,frac_lt_0.1,frac_gt_0.9,hmem_mean,hmem_std,hmem_min,hmem_max,corr_hmem_mask,corr_hmem_dw
1,0,0.020639101043343544,0.010849286802113056,0.016910457983613014,0.45381835103034973,0.9980868697166443,0.0,1.0,2.8314971923828125,1.6796554147546772e-09,137.37831115722656,0.7815561890602112,0.7796697616577148
1,78,0.015891432762145996,0.008309908211231232,3.8469312130473554e-05,0.4154793620109558,0.998144805431366,0.0,1.0000001192092896,2.7282063961029053,1.775011526650161e-10,139.23422241210938,0.6931586265563965,0.4053170680999756
1,0,0.020336708053946495,0.009608520194888115,8.944899309426546e-05,0.4133303761482239,0.9980868697166443,0.0,1.0,2.232243299484253,5.458610896624805e-09,90.4428939819336,0.6862906813621521,0.6508954763412476
1,78,0.020160015672445297,0.009667194448411465,5.3326610213844106e-05,0.4426121115684509,0.998144805431366,0.0,1.0,2.3993916511535645,0.0,97.00883483886719,0.7189309597015381,0.37868058681488037
1,0,0.019209278747439384,0.008744949474930763,5.3767653298564255e-05,0.41305091977119446,0.9982028007507324,0.0,1.0,2.0008704662323,4.782244822365556e-09,88.29387664794922,0.5965951681137085,0.20611430704593658
1,78,0.019157949835062027,0.008678519167006016,4.634366268874146e-05,0.4307383894920349,0.9982028007507324,0.0,1.0,1.9962631464004517,1.617152300958935e-09,80.29295349121094,0.5508826375007629,0.3602691888809204
1,0,0.019986869767308235,0.00889846682548523,6.210170249687508e-05,0.4335474967956543,0.9982607960700989,0.0,1.0000001192092896,1.7784594297409058,2.686926237061016e-10,66.3902359008789,0.5922876596450806,0.5099101662635803
1,78,0.018523262813687325,0.008296487852931023,4.015859667561017e-05,0.4366786777973175,0.9982607960700989,0.0,1.0,1.8413642644882202,4.808256903743313e-09,68.19159698486328,0.4631490111351013,0.38874197006225586
1,0,0.01881340704858303,0.008404760621488094,5.4392490710597485e-05,0.4297211170196533,0.9982607960700989,0.0,1.0,1.7016969919204712,4.641266482252604e-09,60.57808303833008,0.5463032722473145,0.4192807972431183
1,78,0.0201309435069561,0.008481415919959545,4.487913611228578e-05,0.450805127620697,0.9982028007507324,0.0,1.0,1.7551780939102173,7.812640312465646e-09,43.848052978515625,0.32864221930503845,-0.10687047243118286
2,0,0.013347354717552662,0.008228221908211708,0.0004930209252052009,0.3451206684112549,0.9985506534576416,0.0,1.0,1.4659230709075928,5.9483178382890856e-09,39.60490036010742,0.002038637874647975,-0.30108392238616943
2,78,0.012800876051187515,0.007826808840036392,0.000523119349963963,0.33272895216941833,0.9984926581382751,0.0,1.0,1.5059688091278076,6.951002440303e-09,43.84495544433594,-0.037293244153261185,-0.28144338726997375
2,0,0.013653197325766087,0.008155222050845623,0.000576266145799309,0.35752934217453003,0.9986665844917297,0.0,0.9999998807907104,1.4086681604385376,1.602460386607163e-10,37.325252532958984,-0.03023560531437397,-0.24522937834262848
2,78,0.016551582142710686,0.009455443359911442,0.0005691072437912226,0.3430368900299072,0.998376727104187,0.0,1.0,1.5452215671539307,8.49758263754552e-10,41.66352844238281,-0.05361688509583473,-0.2679923474788666
2,0,0.013585888780653477,0.008001896552741528,0.0006297574145719409,0.3462795615196228,0.9988985061645508,0.0,0.9999998807907104,1.3554490804672241,2.0625079422131876e-09,32.29151153564453,-0.00456198351457715,-0.20637457072734833
2,78,0.01574111543595791,0.009264139458537102,0.0005870990571565926,0.37120044231414795,0.9985506534576416,0.0,1.0,1.4641532897949219,2.097159779168578e-09,42.42671203613281,0.10071700811386108,-0.14982710778713226
2,0,0.013734526932239532,0.007682671770453453,0.0005812877789139748,0.25710153579711914,0.9987245798110962,0.0,1.0,1.3602100610733032,8.879293744712413e-09,25.712779998779297,-0.05455635115504265,-0.159030944108963
2,78,0.01434333622455597,0.008279874920845032,0.0005255858413875103,0.30406615138053894,0.9986085891723633,0.0,1.0,1.7429569959640503,0.0,50.434688568115234,0.128197580575943,-0.13424493372440338
2,0,0.013826685957610607,0.0078379325568676,0.0005868580192327499,0.3141123652458191,0.9987825155258179,0.0,1.0,1.3039144277572632,4.1623657298650585e-10,21.30388641357422,0.03517108038067818,-0.11156648397445679
2,78,0.01355791836977005,0.007853373885154724,0.0005224819760769606,0.30080774426460266,0.9987245798110962,0.0,0.9999998807907104,1.4496022462844849,5.17890974549573e-09,34.712791442871094,0.08042582124471664,-0.12838274240493774
3,0,0.009718665853142738,0.007001978345215321,0.00047395777073688805,0.3237816095352173,0.9987825155258179,0.0,1.0000001192092896,2.0369527339935303,1.7952570541268642e-09,76.6718521118164,0.36409735679626465,-0.022875016555190086
3,78,0.009126447141170502,0.005740621127188206,0.0004550011071842164,0.2626427710056305,0.9991883635520935,0.0,1.0000001192092896,2.1255669593811035,6.42510133985752e-09,77.20406341552734,0.3268212378025055,0.24609647691249847
3,0,0.010264930315315723,0.006237320601940155,0.000500782742165029,0.27419447898864746,0.9988985061645508,0.0,1.0,2.123939037322998,7.101295940170615e-11,83.24296569824219,0.30601784586906433,0.20659731328487396
3,78,0.011294117197394371,0.006595568265765905,0.0004019967163912952,0.247761070728302,0.9986665844917297,0.0,1.0,1.9306739568710327,6.2998486427545686e-09,75.4466323852539,0.24518071115016937,-0.08144068717956543
3,0,0.01012348011136055,0.00597010925412178,0.0004929157439619303,0.26516464352607727,0.999130368232727,0.0,1.0,1.992012619972229,6.2439533543567904e-09,71.82268524169922,0.2538903057575226,-0.08830821514129639
3,78,0.010940052568912506,0.006250267848372459,0.00029729644302278757,0.20975539088249207,0.9987825155258179,0.0,1.0,1.6997781991958618,7.179528971335003e-09,54.87211990356445,0.1280854344367981,-0.24107839167118073
3,0,0.01183813251554966,0.006623278371989727,0.0003200992359779775,0.19707968831062317,0.9988405108451843,0.0,1.0,1.6283469200134277,1.0065846822726598e-08,47.602638244628906,0.09124326705932617,-0.2541995942592621
3,78,0.008515995927155018,0.005225744564086199,0.0003072804247494787,0.23687200248241425,0.99924635887146,0.0,1.0,2.125753402709961,4.0194758632594585e-10,76.79536437988281,0.32918137311935425,-0.07063224911689758
3,0,0.010683607310056686,0.006321710534393787,0.00041399948531761765,0.27249112725257874,0.9990144371986389,0.0,1.0,2.2435412406921387,1.790285031333383e-09,81.06407928466797,0.3412032127380371,-0.05192168429493904
3,78,0.011703002266585827,0.006872656289488077,0.0003453197132330388,0.2826533019542694,0.9988985061645508,0.0,1.0,1.9983900785446167,5.07533348681477e-09,72.4212875366211,0.32891303300857544,-0.09585165977478027
4,0,0.013935735449194908,0.009555511176586151,0.0008364568348042667,0.40103647112846375,0.998144805431366,0.0,1.0,2.2636919021606445,3.2775848701760424e-10,84.7093505859375,0.38215091824531555,-0.15867727994918823
4,78,0.017354892566800117,0.01006854698061943,0.0006437334814108908,0.4195721447467804,0.998144805431366,0.0,1.0,2.334364891052246,1.0304079811618294e-09,87.08257293701172,0.26061996817588806,-0.037254784256219864
4,0,0.012303375639021397,0.007245800457894802,0.0006595677696168423,0.34328076243400574,0.998376727104187,0.0,0.9999997615814209,2.1229608058929443,3.391714242795274e-09,85.43350219726562,0.19769097864627838,-0.07801561057567596
4,78,0.010481316596269608,0.006305377930402756,0.00046231376472860575,0.3188067376613617,0.9990144371986389,0.0,1.0,1.8393943309783936,3.5334950521104247e-09,62.922760009765625,0.15928100049495697,-0.18458150327205658
4,0,0.013164275325834751,0.007580773904919624,0.0006554370047524571,0.3186075985431671,0.9984347224235535,0.0,1.0,1.8622262477874756,6.762734372500745e-09,67.07096862792969,0.09821823984384537,-0.22602610290050507
4,78,0.019428422674536705,0.010729913599789143,0.0008864208357408643,0.4144539535045624,0.9982028007507324,0.0,1.0,1.918480396270752,1.4236992695870754e-09,69.0344467163086,0.0923020988702774,-0.2262602299451828
4,0,0.014501859433948994,0.008235068060457706,0.0006266147829592228,0.33049580454826355,0.9984926581382751,0.0,1.0000001192092896,1.8380393981933594,7.415453584513898e-09,64.44315338134766,0.08553393930196762,-0.1908906251192093
4,78,0.01628878340125084,0.00918314978480339,0.0005048150196671486,0.38639459013938904,0.998376727104187,0.0,1.0,1.7583317756652832,3.952276728114157e-09,64.74889373779297,0.11652649939060211,-0.22089852392673492
4,0,0.014477812685072422,0.008202585391700268,0.0005410623853094876,0.37293654680252075,0.9985506534576416,0.0,1.0,1.779673457145691,2.9207762874960963e-09,65.2982406616211,0.1361861228942871,-0.1408265084028244
4,78,0.013239061459898949,0.007422028109431267,0.0003683590330183506,0.3418550193309784,0.9986665844917297,0.0,1.0,1.6569136381149292,6.378030326104067e-10,45.475502014160156,0.03611714020371437,-0.24234779179096222
5,0,0.011294808238744736,0.007466685958206654,0.0006241025985218585,0.26975780725479126,0.998144805431366,0.0,1.0,1.7172772884368896,8.72598326928653e-10,59.81511688232422,0.20199450850486755,-0.2587995231151581
5,78,0.014660103246569633,0.009068001061677933,0.0004504046810325235,0.40769195556640625,0.998144805431366,0.0,1.0,1.9336546659469604,1.9119850147575335e-09,76.22270965576172,0.18330328166484833,0.12574154138565063
5,0,0.01238188799470663,0.008073846809566021,0.00033152379910461605,0.380127489566803,0.9982607960700989,0.0,1.0,2.7105515003204346,2.06760941701134e-09,125.47125244140625,0.40664738416671753,0.3111879229545593
5,78,0.014634992927312851,0.008943406865000725,0.00039681477937847376,0.39825236797332764,0.998144805431366,0.0,1.0,1.932296633720398,1.5247028084530712e-09,89.83876037597656,0.22454150021076202,0.08897683024406433
5,0,0.011118913069367409,0.006981019861996174,0.00025001459289342165,0.32991498708724976,0.9983187317848206,0.0,1.0,2.5707926750183105,4.361781602568726e-09,121.07847595214844,0.3993382453918457,0.2188672423362732
5,78,0.011492965742945671,0.0070057399570941925,0.00030097109265625477,0.3167630434036255,0.9986665844917297,0.0,1.0,2.1275956630706787,2.435975199333029e-09,99.7146224975586,0.33531415462493896,0.013845103792846203
5,0,0.011368595995008945,0.007048123981803656,0.00023254533880390227,0.3223676085472107,0.9986085891723633,0.0,0.9999998807907104,2.451354742050171,2.3441093510712108e-09,121.56044006347656,0.3920990228652954,0.08244164288043976
5,78,0.01420292817056179,0.00806438084691763,0.0003711907484102994,0.3399650752544403,0.9984347224235535,0.0,1.0,1.6367216110229492,0.0,59.123512268066406,0.10802902281284332,-0.23432457447052002
5,0,0.011712847277522087,0.007120138965547085,0.00025499644107185304,0.32283318042755127,0.9986665844917297,0.0,1.0,2.1702513694763184,8.08565037146991e-09,111.94963836669922,0.3634480834007263,-0.03526517376303673
5,78,0.011079490184783936,0.006891585420817137,0.00024599701282568276,0.31959107518196106,0.9988405108451843,0.0,1.0,2.2873451709747314,1.5541121722861817e-09,107.26565551757812,0.37650537490844727,-0.014358681626617908
