,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,99.4,86.05,51.1,76.6,49.05
xor_quadrant,,54.45,50.8,51.3,49.05
circle,,,74.9,51.7,48.85
diagonal,,,,97.45,74.0
vertical,,,,,99.55
