task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.69053,57.9,1.421
horizontal,1,2,0.6035,93.71,1.074
horizontal,1,3,0.47031,99.1,1.057
horizontal,1,4,0.29209,98.95,1.064
horizontal,1,5,0.15976,98.89,1.169
xor_quadrant,2,1,1.22831,49.68,1.564
xor_quadrant,2,2,0.92289,50.34,1.512
xor_quadrant,2,3,0.75519,51.35,1.274
xor_quadrant,2,4,0.67743,50.35,1.331
xor_quadrant,2,5,0.64038,51.48,1.323
circle,3,1,0.58635,66.31,1.352
circle,3,2,0.52044,76.1,1.434
circle,3,3,0.50236,76.1,1.82
circle,3,4,0.48543,76.1,2.027
circle,3,5,0.46775,76.1,1.516
diagonal,4,1,0.74049,57.01,1.225
diagonal,4,2,0.57845,80.4,1.247
diagonal,4,3,0.45985,87.7,1.194
diagonal,4,4,0.34061,91.9,1.246
diagonal,4,5,0.21931,95.76,1.259
vertical,5,1,0.41004,80.46,1.251
vertical,5,2,0.20037,93.19,1.225
vertical,5,3,0.10863,98.19,1.16
vertical,5,4,0.06769,99.33,1.293
vertical,5,5,0.0466,99.49,1.243
