task,initial_accuracy,best_accuracy,final_accuracy,forgetting
xor_quadrant,69.3,69.3,51.9,17.4
diagonal,95.85,95.85,75.15,20.7
vertical,98.4,98.4,49.4,49.0
circle,61.75,61.75,53.0,8.75
horizontal,96.7,96.7,96.7,0.0
