task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.52999,75.43,0.575
circle,1,2,0.14252,95.07,0.382
circle,1,3,0.08286,96.96,0.367
circle,1,4,0.05902,97.83,0.374
circle,1,5,0.04999,98.07,0.356
vertical,2,1,0.25227,93.91,0.377
vertical,2,2,0.02173,99.36,0.377
vertical,2,3,0.01605,99.61,0.366
vertical,2,4,0.01904,99.35,0.358
vertical,2,5,0.01389,99.58,0.353
diagonal,3,1,0.27219,92.59,0.359
diagonal,3,2,0.03842,98.63,0.373
diagonal,3,3,0.03846,98.79,0.363
diagonal,3,4,0.01979,99.31,0.399
diagonal,3,5,0.02006,99.2,0.4
horizontal,4,1,0.31299,90.82,0.401
horizontal,4,2,0.0451,98.57,0.394
horizontal,4,3,0.02681,99.08,0.389
horizontal,4,4,0.029,98.86,0.388
horizontal,4,5,0.02791,99.0,0.38
xor_quadrant,5,1,0.68473,76.97,0.394
xor_quadrant,5,2,0.10772,96.58,0.393
xor_quadrant,5,3,0.06478,97.5,0.384
xor_quadrant,5,4,0.05172,98.02,0.462
xor_quadrant,5,5,0.09118,95.73,0.452
