task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.23712,91.69,0.571
diagonal,1,2,0.0413,98.66,0.369
diagonal,1,3,0.04524,98.3,0.37
diagonal,1,4,0.03285,98.82,0.367
diagonal,1,5,0.02598,98.96,0.383
vertical,2,1,0.17149,96.3,0.438
vertical,2,2,0.02841,99.13,0.367
vertical,2,3,0.01322,99.72,0.367
vertical,2,4,0.01641,99.38,0.361
vertical,2,5,0.0075,99.77,0.356
xor_quadrant,3,1,0.96003,66.36,0.381
xor_quadrant,3,2,0.14186,97.19,0.376
xor_quadrant,3,3,0.06512,97.64,0.409
xor_quadrant,3,4,0.04105,98.7,0.464
xor_quadrant,3,5,0.04164,98.57,0.439
horizontal,4,1,0.40199,87.86,0.411
horizontal,4,2,0.04095,98.78,0.389
horizontal,4,3,0.02508,99.24,0.408
horizontal,4,4,0.02974,98.99,0.435
horizontal,4,5,0.01601,99.49,0.425
circle,5,1,0.83033,71.5,0.451
circle,5,2,0.27172,88.77,0.429
circle,5,3,0.11493,96.2,0.396
circle,5,4,0.07286,97.06,0.402
circle,5,5,0.07212,97.3,0.378
