task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.79517,49.31,1.532
xor_quadrant,1,2,0.69077,51.64,1.182
xor_quadrant,1,3,0.68176,59.72,1.189
xor_quadrant,1,4,0.6696,61.22,1.144
xor_quadrant,1,5,0.64946,61.61,1.213
vertical,2,1,0.55781,77.98,1.689
vertical,2,2,0.39678,91.57,1.341
vertical,2,3,0.24469,98.28,1.269
vertical,2,4,0.1452,98.69,1.304
vertical,2,5,0.09394,98.48,1.277
horizontal,3,1,1.47401,49.0,1.381
horizontal,3,2,0.96789,52.01,1.309
horizontal,3,3,0.7118,58.11,1.292
horizontal,3,4,0.56542,68.6,1.306
horizontal,3,5,0.45262,79.29,1.313
diagonal,4,1,0.32887,91.49,1.305
diagonal,4,2,0.24912,93.83,1.404
diagonal,4,3,0.1949,95.22,1.39
diagonal,4,4,0.15254,96.88,1.566
diagonal,4,5,0.11852,97.92,1.496
circle,5,1,1.34479,52.38,1.613
circle,5,2,0.91821,54.08,1.506
circle,5,3,0.70726,55.98,1.243
circle,5,4,0.61321,57.46,1.242
circle,5,5,0.56635,71.07,1.228
