task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.65189,70.42,1.573
horizontal,1,2,0.58937,80.33,1.109
horizontal,1,3,0.49485,86.61,1.185
horizontal,1,4,0.36529,91.58,1.341
horizontal,1,5,0.23135,95.2,1.496
vertical,2,1,0.92259,54.1,1.519
vertical,2,2,0.77459,55.58,1.315
vertical,2,3,0.65684,58.48,1.397
vertical,2,4,0.55119,65.71,1.408
vertical,2,5,0.45555,78.15,1.386
circle,3,1,0.77885,53.5,1.262
circle,3,2,0.6407,60.14,1.225
circle,3,3,0.5838,72.53,1.202
circle,3,4,0.55382,76.56,1.221
circle,3,5,0.53565,76.56,1.254
diagonal,4,1,0.58485,65.46,1.234
diagonal,4,2,0.42895,89.2,1.248
diagonal,4,3,0.3287,92.46,1.464
diagonal,4,4,0.2602,94.62,1.666
diagonal,4,5,0.21229,96.05,1.529
xor_quadrant,5,1,1.06378,59.71,1.66
xor_quadrant,5,2,0.83699,66.15,1.297
xor_quadrant,5,3,0.71654,66.76,1.244
xor_quadrant,5,4,0.65959,66.7,1.309
xor_quadrant,5,5,0.63089,67.34,1.254
