task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.65764,68.2,1.789
circle,1,2,0.5975,76.56,1.418
circle,1,3,0.56007,76.56,1.366
circle,1,4,0.54974,76.56,1.696
circle,1,5,0.54739,76.56,1.398
vertical,2,1,0.79547,49.77,1.432
vertical,2,2,0.71862,49.77,1.436
vertical,2,3,0.66221,51.49,1.596
vertical,2,4,0.61377,80.82,1.476
vertical,2,5,0.55854,93.9,1.533
diagonal,3,1,0.53717,81.64,1.553
diagonal,3,2,0.47762,85.87,1.393
diagonal,3,3,0.4144,90.45,1.401
diagonal,3,4,0.34898,95.03,1.384
diagonal,3,5,0.28908,98.28,1.458
horizontal,4,1,0.40337,80.61,1.584
horizontal,4,2,0.29575,88.27,1.598
horizontal,4,3,0.21268,93.23,1.589
horizontal,4,4,0.14669,96.13,1.652
horizontal,4,5,0.09981,98.13,1.752
xor_quadrant,5,1,1.42622,50.77,1.705
xor_quadrant,5,2,1.23859,51.59,1.623
xor_quadrant,5,3,1.04174,53.08,1.633
xor_quadrant,5,4,0.85976,56.72,1.634
xor_quadrant,5,5,0.74171,62.49,1.5
