task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.16084,96.62,0.572
vertical,1,2,0.03382,98.92,0.35
vertical,1,3,0.02085,99.3,0.353
vertical,1,4,0.03214,98.91,0.36
vertical,1,5,0.02101,99.22,0.347
xor_quadrant,2,1,0.6989,75.55,0.417
xor_quadrant,2,2,0.04966,98.45,0.484
xor_quadrant,2,3,0.03346,98.82,0.457
xor_quadrant,2,4,0.0239,99.1,0.367
xor_quadrant,2,5,0.02568,99.07,0.36
diagonal,3,1,0.42335,88.03,0.42
diagonal,3,2,0.05248,98.24,0.461
diagonal,3,3,0.03607,98.76,0.36
diagonal,3,4,0.05571,98.21,0.406
diagonal,3,5,0.0255,99.16,0.394
circle,4,1,0.74223,72.73,0.387
circle,4,2,0.23706,89.39,0.436
circle,4,3,0.08148,97.11,0.425
circle,4,4,0.06713,97.34,0.43
circle,4,5,0.05473,97.95,0.416
horizontal,5,1,0.25268,93.54,0.39
horizontal,5,2,0.02634,99.36,0.399
horizontal,5,3,0.01521,99.67,0.391
horizontal,5,4,0.03096,99.06,0.385
horizontal,5,5,0.02312,99.16,0.399
