,after_t1,after_t2,after_t3,after_t4,after_t5
vertical,99.9,50.15,73.45,50.8,49.5
xor_quadrant,,98.3,48.1,49.55,49.35
diagonal,,,98.2,50.85,74.55
circle,,,,97.95,49.75
horizontal,,,,,99.7
