task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.69774,54.89,1.657
horizontal,1,2,0.61966,88.13,1.301
horizontal,1,3,0.5026,97.94,1.238
horizontal,1,4,0.33417,98.54,1.227
horizontal,1,5,0.17843,98.38,1.246
vertical,2,1,1.13103,50.87,1.308
vertical,2,2,0.81873,55.68,1.331
vertical,2,3,0.61266,63.2,1.294
vertical,2,4,0.46654,76.49,1.313
vertical,2,5,0.34478,87.67,1.309
circle,3,1,0.85672,50.6,1.343
circle,3,2,0.69781,55.45,1.368
circle,3,3,0.61538,62.65,1.337
circle,3,4,0.57014,72.31,1.405
circle,3,5,0.54456,76.1,1.37
diagonal,4,1,0.5545,70.81,1.41
diagonal,4,2,0.3837,90.54,1.383
diagonal,4,3,0.26109,94.02,1.306
diagonal,4,4,0.17853,96.56,1.306
diagonal,4,5,0.12004,98.29,1.3
xor_quadrant,5,1,1.15828,58.28,1.305
xor_quadrant,5,2,0.76185,66.25,1.27
xor_quadrant,5,3,0.64536,67.46,1.325
xor_quadrant,5,4,0.60677,68.12,1.424
xor_quadrant,5,5,0.58901,68.82,1.315
