task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.69371,56.01,1.751
horizontal,1,2,0.60954,89.87,1.697
horizontal,1,3,0.48456,97.92,1.383
horizontal,1,4,0.3229,98.35,1.521
horizontal,1,5,0.18156,98.51,1.412
vertical,2,1,1.12939,50.88,1.299
vertical,2,2,0.87617,55.19,1.246
vertical,2,3,0.67892,60.93,1.408
vertical,2,4,0.5218,70.62,1.627
vertical,2,5,0.39798,82.58,1.513
circle,3,1,0.83956,51.84,1.448
circle,3,2,0.71015,56.23,1.388
circle,3,3,0.63659,61.87,1.504
circle,3,4,0.59247,69.3,1.553
circle,3,5,0.56572,74.85,1.683
diagonal,4,1,0.56025,69.92,1.518
diagonal,4,2,0.43473,90.17,1.414
diagonal,4,3,0.32989,92.61,1.297
diagonal,4,4,0.24511,94.81,1.318
diagonal,4,5,0.18261,96.63,1.309
xor_quadrant,5,1,1.03243,59.31,1.342
xor_quadrant,5,2,0.78268,66.56,1.471
xor_quadrant,5,3,0.67988,67.46,1.454
xor_quadrant,5,4,0.62663,67.93,1.506
xor_quadrant,5,5,0.59825,68.59,1.44
