,after_t1,after_t2,after_t3,after_t4,after_t5
diagonal,98.65,74.0,73.85,49.95,48.35
horizontal,,98.95,48.9,50.8,48.7
vertical,,,98.6,50.0,48.8
xor_quadrant,,,,98.7,50.9
circle,,,,,98.5
