task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.20296,94.27,0.601
diagonal,1,2,0.04651,98.48,0.387
diagonal,1,3,0.04311,98.49,0.382
diagonal,1,4,0.02308,99.17,0.371
diagonal,1,5,0.02078,99.2,0.366
horizontal,2,1,0.25549,94.26,0.372
horizontal,2,2,0.02247,99.22,0.359
horizontal,2,3,0.02957,98.85,0.35
horizontal,2,4,0.0397,98.53,0.358
horizontal,2,5,0.01706,99.4,0.411
vertical,3,1,0.77095,76.52,0.397
vertical,3,2,0.052,98.5,0.372
vertical,3,3,0.03882,98.84,0.382
vertical,3,4,0.02821,98.98,0.422
vertical,3,5,0.02542,99.11,0.404
xor_quadrant,4,1,0.61725,84.53,0.408
xor_quadrant,4,2,0.04674,98.69,0.42
xor_quadrant,4,3,0.04511,98.49,0.408
xor_quadrant,4,4,0.03421,98.78,0.422
xor_quadrant,4,5,0.02837,99.0,0.406
circle,5,1,0.72977,74.42,0.38
circle,5,2,0.34566,84.92,0.403
circle,5,3,0.10387,97.0,0.425
circle,5,4,0.0716,97.56,0.399
circle,5,5,0.05216,98.33,0.384
