task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.24302,89.55,0.717
horizontal,1,2,0.03818,98.74,0.378
horizontal,1,3,0.02716,99.07,0.369
horizontal,1,4,0.01888,99.24,0.404
horizontal,1,5,0.01646,99.48,0.53
xor_quadrant,2,1,0.8937,65.24,0.462
xor_quadrant,2,2,0.1262,96.32,0.467
xor_quadrant,2,3,0.06027,97.7,0.466
xor_quadrant,2,4,0.04981,98.06,0.479
xor_quadrant,2,5,0.03536,98.75,0.482
diagonal,3,1,0.29771,90.8,0.475
diagonal,3,2,0.036,98.85,0.482
diagonal,3,3,0.02522,99.1,0.47
diagonal,3,4,0.03078,98.77,0.475
diagonal,3,5,0.02147,99.38,0.463
vertical,4,1,0.24495,94.77,0.464
vertical,4,2,0.01789,99.57,0.471
vertical,4,3,0.01342,99.66,0.467
vertical,4,4,0.01201,99.6,0.467
vertical,4,5,0.01813,99.43,0.46
circle,5,1,0.892,68.04,0.467
circle,5,2,0.43605,77.56,0.472
circle,5,3,0.21174,90.44,0.462
circle,5,4,0.0676,97.81,0.456
circle,5,5,0.04546,98.29,0.421
