,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,98.2,82.25,50.8,72.8,49.8
xor_quadrant,,64.15,50.0,55.5,49.4
circle,,,77.4,59.0,50.3
diagonal,,,,90.0,73.9
vertical,,,,,99.7
