task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.7666,49.81,1.727
horizontal,1,2,0.63077,67.29,1.691
horizontal,1,3,0.5363,88.21,1.682
horizontal,1,4,0.40465,92.47,1.621
horizontal,1,5,0.25796,96.47,1.236
xor_quadrant,2,1,1.01634,52.39,1.35
xor_quadrant,2,2,0.87666,53.59,1.342
xor_quadrant,2,3,0.77824,55.42,1.341
xor_quadrant,2,4,0.7037,58.72,1.295
xor_quadrant,2,5,0.65386,62.9,1.255
circle,3,1,0.64117,61.85,1.284
circle,3,2,0.5705,73.14,1.292
circle,3,3,0.55572,75.66,1.452
circle,3,4,0.54859,75.66,1.377
circle,3,5,0.54324,75.66,1.296
diagonal,4,1,0.68735,58.45,1.376
diagonal,4,2,0.56246,81.91,1.353
diagonal,4,3,0.47703,85.2,1.37
diagonal,4,4,0.39843,87.3,1.351
diagonal,4,5,0.32932,89.06,1.391
vertical,5,1,0.35799,82.94,1.294
vertical,5,2,0.19961,94.0,1.308
vertical,5,3,0.11871,97.95,1.288
vertical,5,4,0.07825,99.47,1.299
vertical,5,5,0.05715,99.68,1.38
