task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.72251,50.28,1.429
diagonal,1,2,0.63066,82.28,1.09
diagonal,1,3,0.52297,92.45,1.174
diagonal,1,4,0.38077,96.15,1.191
diagonal,1,5,0.24458,98.51,1.12
horizontal,2,1,0.39895,81.54,1.265
horizontal,2,2,0.24548,89.83,1.296
horizontal,2,3,0.14888,95.36,1.241
horizontal,2,4,0.09121,98.44,1.317
horizontal,2,5,0.06059,99.54,1.437
vertical,3,1,1.5602,51.12,1.217
vertical,3,2,1.01255,53.45,1.294
vertical,3,3,0.70863,58.19,1.45
vertical,3,4,0.53837,69.19,1.439
vertical,3,5,0.41876,82.67,1.309
xor_quadrant,4,1,0.79392,54.0,1.268
xor_quadrant,4,2,0.69812,57.36,1.265
xor_quadrant,4,3,0.65312,61.99,1.242
xor_quadrant,4,4,0.62445,67.09,1.299
xor_quadrant,4,5,0.59833,68.27,1.254
circle,5,1,0.67596,61.42,1.401
circle,5,2,0.5595,74.15,1.441
circle,5,3,0.51598,76.1,1.213
circle,5,4,0.49167,76.1,1.229
circle,5,5,0.46423,76.1,1.268
