task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,1.07264,24.34,2.248
circle,1,2,0.75839,37.31,1.911
circle,1,3,0.59113,75.64,1.876
circle,1,4,0.55831,75.66,1.57
circle,1,5,0.55567,75.66,1.203
vertical,2,1,0.76206,49.68,1.307
vertical,2,2,0.65977,55.75,1.208
vertical,2,3,0.58045,89.11,1.557
vertical,2,4,0.47926,96.56,1.456
vertical,2,5,0.36176,98.51,1.258
diagonal,3,1,0.48421,75.99,1.249
diagonal,3,2,0.41893,80.61,1.225
diagonal,3,3,0.34891,86.83,1.264
diagonal,3,4,0.28111,92.76,1.738
diagonal,3,5,0.22719,95.37,1.63
horizontal,4,1,0.41825,79.58,1.41
horizontal,4,2,0.25966,89.3,1.344
horizontal,4,3,0.16804,94.34,1.237
horizontal,4,4,0.11475,96.97,1.228
horizontal,4,5,0.08251,98.36,1.228
xor_quadrant,5,1,1.51231,51.53,1.24
xor_quadrant,5,2,1.16863,52.66,1.57
xor_quadrant,5,3,0.94272,54.24,1.622
xor_quadrant,5,4,0.78723,57.23,1.701
xor_quadrant,5,5,0.69316,63.46,1.604
