task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.699,50.29,2.075
horizontal,1,2,0.63624,77.48,1.402
horizontal,1,3,0.55335,90.3,1.232
horizontal,1,4,0.40513,94.45,1.239
horizontal,1,5,0.23048,98.56,1.226
vertical,2,1,0.94693,51.11,1.233
vertical,2,2,0.70512,56.68,1.314
vertical,2,3,0.5242,68.3,1.272
vertical,2,4,0.3841,84.12,1.267
vertical,2,5,0.27252,91.71,1.174
circle,3,1,0.9399,51.67,1.22
circle,3,2,0.69016,55.43,1.301
circle,3,3,0.59558,65.47,1.203
circle,3,4,0.56103,74.39,1.215
circle,3,5,0.54253,75.67,1.172
diagonal,4,1,0.52981,75.19,1.185
diagonal,4,2,0.38898,88.21,1.167
diagonal,4,3,0.28274,91.83,1.187
diagonal,4,4,0.20556,95.62,1.285
diagonal,4,5,0.15052,98.58,1.179
xor_quadrant,5,1,1.35001,58.52,1.214
xor_quadrant,5,2,0.88772,66.56,1.238
xor_quadrant,5,3,0.7048,66.32,1.346
xor_quadrant,5,4,0.65298,66.1,1.296
xor_quadrant,5,5,0.6318,66.67,1.256
