task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.21183,93.5,0.655
vertical,1,2,0.0311,99.11,0.435
vertical,1,3,0.01481,99.6,0.428
vertical,1,4,0.02509,98.98,0.433
vertical,1,5,0.00962,99.71,0.432
circle,2,1,0.87566,70.66,0.441
circle,2,2,0.11433,96.12,0.445
circle,2,3,0.07154,97.12,0.418
circle,2,4,0.05619,97.83,0.42
circle,2,5,0.09568,96.86,0.43
horizontal,3,1,0.29651,92.17,0.41
horizontal,3,2,0.03761,98.92,0.445
horizontal,3,3,0.03886,98.62,0.418
horizontal,3,4,0.02175,99.42,0.428
horizontal,3,5,0.02802,98.99,0.454
diagonal,4,1,0.23103,93.79,0.467
diagonal,4,2,0.03535,98.72,0.449
diagonal,4,3,0.02924,98.95,0.437
diagonal,4,4,0.02953,99.0,0.459
diagonal,4,5,0.03556,98.66,0.442
xor_quadrant,5,1,0.92197,63.17,0.416
xor_quadrant,5,2,0.35611,87.04,0.421
xor_quadrant,5,3,0.12448,96.14,0.422
xor_quadrant,5,4,0.0792,97.09,0.419
xor_quadrant,5,5,0.06191,97.69,0.409
