task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.16084,96.62,0.657
vertical,1,2,0.03382,98.92,0.541
vertical,1,3,0.02085,99.3,0.553
vertical,1,4,0.03214,98.91,0.485
vertical,1,5,0.02101,99.22,0.459
circle,2,1,0.67325,76.12,0.471
circle,2,2,0.13199,95.75,0.45
circle,2,3,0.08237,97.25,0.447
circle,2,4,0.07549,97.01,0.456
circle,2,5,0.04343,98.35,0.456
horizontal,3,1,0.26105,93.61,0.461
horizontal,3,2,0.02779,99.06,0.442
horizontal,3,3,0.02856,98.99,0.358
horizontal,3,4,0.0234,99.1,0.379
horizontal,3,5,0.0193,99.35,0.372
diagonal,4,1,0.23606,92.57,0.388
diagonal,4,2,0.03912,98.59,0.381
diagonal,4,3,0.03163,98.67,0.364
diagonal,4,4,0.02077,99.28,0.398
diagonal,4,5,0.03337,98.67,0.397
xor_quadrant,5,1,0.78744,66.21,0.359
xor_quadrant,5,2,0.45569,75.18,0.356
xor_quadrant,5,3,0.07194,97.83,0.402
xor_quadrant,5,4,0.05562,97.81,0.373
xor_quadrant,5,5,0.04625,98.2,0.375
