task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.63723,85.88,1.459
vertical,1,2,0.57342,85.94,1.215
vertical,1,3,0.47764,89.6,1.212
vertical,1,4,0.34939,92.94,1.811
vertical,1,5,0.22017,96.38,1.707
xor_quadrant,2,1,1.08777,48.68,1.29
xor_quadrant,2,2,0.92284,48.28,1.34
xor_quadrant,2,3,0.81178,48.76,1.247
xor_quadrant,2,4,0.73658,48.83,1.368
xor_quadrant,2,5,0.69341,48.13,1.309
diagonal,3,1,0.53881,77.87,1.331
diagonal,3,2,0.45282,83.8,1.33
diagonal,3,3,0.37492,89.06,1.297
diagonal,3,4,0.30341,91.83,1.343
diagonal,3,5,0.24411,93.95,1.37
circle,4,1,1.02535,56.36,1.325
circle,4,2,0.8157,57.63,1.368
circle,4,3,0.67547,57.87,1.323
circle,4,4,0.58994,59.68,1.342
circle,4,5,0.5452,69.82,1.337
horizontal,5,1,0.56695,71.54,1.371
horizontal,5,2,0.40725,87.28,1.322
horizontal,5,3,0.28917,95.71,1.304
horizontal,5,4,0.20034,98.43,1.473
horizontal,5,5,0.13283,99.35,1.359
