,after_t1,after_t2,after_t3,after_t4,after_t5
horizontal,98.2,82.25,74.4,50.2,66.15
xor_quadrant,,64.15,53.0,49.4,65.35
diagonal,,,95.8,74.3,76.05
vertical,,,,99.7,74.85
circle,,,,,57.05
