task,phase,epoch,train_loss,train_accuracy,epoch_seconds
horizontal,1,1,0.7666,49.81,2.028
horizontal,1,2,0.63077,67.29,1.17
horizontal,1,3,0.5363,88.21,1.171
horizontal,1,4,0.40465,92.47,1.603
horizontal,1,5,0.25796,96.47,1.412
xor_quadrant,2,1,1.01634,52.39,1.426
xor_quadrant,2,2,0.87666,53.59,1.276
xor_quadrant,2,3,0.77824,55.42,1.218
xor_quadrant,2,4,0.7037,58.72,1.218
xor_quadrant,2,5,0.65386,62.9,1.217
diagonal,3,1,0.45243,87.87,1.219
diagonal,3,2,0.37144,89.85,1.234
diagonal,3,3,0.30426,91.49,1.244
diagonal,3,4,0.24856,93.02,1.268
diagonal,3,5,0.20251,94.65,1.218
vertical,4,1,0.40818,80.87,1.293
vertical,4,2,0.23673,90.17,1.521
vertical,4,3,0.13965,95.32,1.533
vertical,4,4,0.08608,98.04,1.42
vertical,4,5,0.05732,99.42,1.61
circle,5,1,1.67199,49.86,1.878
circle,5,2,1.26135,50.06,1.615
circle,5,3,0.97854,50.5,1.406
circle,5,4,0.76999,51.12,1.304
circle,5,5,0.63658,54.39,1.376
