,after_t1,after_t2,after_t3,after_t4,after_t5
xor_quadrant,97.65,49.6,49.35,50.4,49.45
diagonal,,98.6,75.15,49.0,74.65
vertical,,,99.8,49.15,49.6
circle,,,,97.7,49.95
horizontal,,,,,99.9
