task,initial_accuracy,best_accuracy,final_accuracy,forgetting
xor_quadrant,97.65,97.65,49.45,48.2
diagonal,98.6,98.6,74.65,23.95
vertical,99.8,99.8,49.6,50.2
circle,97.7,97.7,49.95,47.75
horizontal,99.9,99.9,99.9,0.0
