task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.47217,72.91,0.63
xor_quadrant,1,2,0.06767,97.5,0.356
xor_quadrant,1,3,0.04915,98.05,0.359
xor_quadrant,1,4,0.04643,98.2,0.387
xor_quadrant,1,5,0.04939,98.06,0.438
diagonal,2,1,0.36215,89.9,0.437
diagonal,2,2,0.05962,98.39,0.405
diagonal,2,3,0.04016,98.5,0.418
diagonal,2,4,0.02767,98.82,0.409
diagonal,2,5,0.0246,99.01,0.392
vertical,3,1,0.16046,96.63,0.379
vertical,3,2,0.01824,99.4,0.411
vertical,3,3,0.02846,99.02,0.399
vertical,3,4,0.01566,99.48,0.371
vertical,3,5,0.01143,99.58,0.4
circle,4,1,0.81426,73.47,0.388
circle,4,2,0.25663,89.4,0.404
circle,4,3,0.0941,96.62,0.401
circle,4,4,0.06361,97.73,0.418
circle,4,5,0.06871,97.32,0.41
horizontal,5,1,0.21278,94.15,0.413
horizontal,5,2,0.02061,99.39,0.399
horizontal,5,3,0.02183,99.29,0.392
horizontal,5,4,0.01751,99.45,0.407
horizontal,5,5,0.02381,99.31,0.39
