,after_t1,after_t2,after_t3,after_t4,after_t5
circle,75.5,51.35,55.15,52.6,50.25
vertical,,98.0,73.5,74.35,49.4
xor_quadrant,,,64.35,50.1,49.65
diagonal,,,,97.5,74.45
horizontal,,,,,99.7
