task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.61718,73.65,1.436
circle,1,2,0.55652,76.56,1.113
circle,1,3,0.54923,76.56,1.105
circle,1,4,0.54667,76.56,1.087
circle,1,5,0.54422,76.56,1.08
vertical,2,1,0.74486,49.77,1.819
vertical,2,2,0.64219,76.92,1.411
vertical,2,3,0.57303,92.53,1.488
vertical,2,4,0.4709,93.95,1.413
vertical,2,5,0.3303,96.72,1.298
xor_quadrant,3,1,0.87543,49.2,1.324
xor_quadrant,3,2,0.75237,48.1,1.192
xor_quadrant,3,3,0.69515,48.68,1.251
xor_quadrant,3,4,0.66272,50.68,1.377
xor_quadrant,3,5,0.62854,58.67,1.687
diagonal,4,1,0.58247,75.53,1.569
diagonal,4,2,0.45339,87.44,1.511
diagonal,4,3,0.33207,91.33,1.413
diagonal,4,4,0.23551,94.21,1.469
diagonal,4,5,0.16794,96.39,1.403
horizontal,5,1,0.41599,81.62,1.248
horizontal,5,2,0.20514,91.32,1.162
horizontal,5,3,0.09626,96.92,1.349
horizontal,5,4,0.05085,99.32,1.237
horizontal,5,5,0.03405,99.59,1.84
