task,phase,epoch,train_loss,train_accuracy,epoch_seconds
diagonal,1,1,0.72753,48.87,1.948
diagonal,1,2,0.64461,76.85,1.15
diagonal,1,3,0.54608,91.02,1.13
diagonal,1,4,0.41608,95.39,1.149
diagonal,1,5,0.27605,98.27,1.335
horizontal,2,1,0.40596,81.15,1.353
horizontal,2,2,0.27212,89.18,1.443
horizontal,2,3,0.17552,94.6,1.481
horizontal,2,4,0.11371,98.17,1.438
horizontal,2,5,0.07865,99.43,1.864
vertical,3,1,1.40898,51.2,1.45
vertical,3,2,1.05362,53.27,1.844
vertical,3,3,0.80767,56.44,1.755
vertical,3,4,0.62257,62.44,1.533
vertical,3,5,0.49858,72.57,1.803
xor_quadrant,4,1,0.82307,55.77,1.531
xor_quadrant,4,2,0.72926,60.05,1.435
xor_quadrant,4,3,0.67251,63.68,1.488
xor_quadrant,4,4,0.63931,65.61,1.254
xor_quadrant,4,5,0.61718,67.02,1.241
circle,5,1,0.70787,60.15,1.274
circle,5,2,0.59637,71.15,1.341
circle,5,3,0.55575,75.7,1.377
circle,5,4,0.5442,76.1,1.351
circle,5,5,0.53837,76.1,1.342
