task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.76095,49.67,2.451
vertical,1,2,0.70855,49.67,1.656
vertical,1,3,0.65589,78.16,1.519
vertical,1,4,0.58672,91.8,1.607
vertical,1,5,0.48535,94.55,1.534
circle,2,1,0.71963,49.9,1.739
circle,2,2,0.63043,61.18,1.821
circle,2,3,0.59128,74.34,1.925
circle,2,4,0.57284,76.1,1.759
circle,2,5,0.56155,76.1,1.87
horizontal,3,1,0.75103,50.55,1.946
horizontal,3,2,0.63781,66.15,1.968
horizontal,3,3,0.55994,79.98,1.673
horizontal,3,4,0.47734,88.96,1.5
horizontal,3,5,0.38445,94.67,1.564
diagonal,4,1,0.41556,81.76,1.692
diagonal,4,2,0.32705,88.24,1.792
diagonal,4,3,0.25222,94.04,1.74
diagonal,4,4,0.19237,97.25,1.56
diagonal,4,5,0.14525,98.23,1.57
xor_quadrant,5,1,1.12449,58.53,1.572
xor_quadrant,5,2,0.88506,66.48,1.569
xor_quadrant,5,3,0.79713,67.47,1.588
xor_quadrant,5,4,0.72366,68.04,2.269
xor_quadrant,5,5,0.66193,68.48,1.985
