task,phase,epoch,train_loss,train_accuracy,epoch_seconds
xor_quadrant,1,1,0.69225,53.06,1.687
xor_quadrant,1,2,0.69027,56.96,1.556
xor_quadrant,1,3,0.68631,53.38,1.472
xor_quadrant,1,4,0.67874,59.07,1.451
xor_quadrant,1,5,0.6642,61.72,1.563
diagonal,2,1,0.52815,90.68,1.795
diagonal,2,2,0.41925,93.61,1.881
diagonal,2,3,0.32858,95.14,1.708
diagonal,2,4,0.25573,96.35,1.884
diagonal,2,5,0.19995,97.27,2.339
vertical,3,1,0.43645,79.19,1.384
vertical,3,2,0.2791,88.77,1.679
vertical,3,3,0.18309,93.54,1.55
vertical,3,4,0.11615,97.43,1.837
vertical,3,5,0.07675,99.19,1.804
circle,4,1,1.58467,49.56,1.379
circle,4,2,1.1762,49.57,1.596
circle,4,3,0.88634,49.9,1.509
circle,4,4,0.67949,51.86,1.358
circle,4,5,0.55994,69.23,1.265
horizontal,5,1,0.70532,62.58,1.371
horizontal,5,2,0.53777,79.21,1.461
horizontal,5,3,0.42382,88.13,2.017
horizontal,5,4,0.33059,92.78,1.784
horizontal,5,5,0.25692,95.69,1.911
