,after_t1,after_t2,after_t3,after_t4,after_t5
xor_quadrant,64.0,48.5,49.45,50.5,49.95
diagonal,,97.2,75.05,49.5,76.85
vertical,,,99.6,50.45,51.8
circle,,,,75.5,52.05
horizontal,,,,,96.7
