,after_t1,after_t2,after_t3,after_t4,after_t5
xor_quadrant,98.45,48.85,49.95,48.75,50.65
vertical,,99.95,49.15,73.45,48.75
horizontal,,,99.95,75.75,50.75
diagonal,,,,99.3,49.5
circle,,,,,98.65
