,after_t1,after_t2,after_t3,after_t4,after_t5
vertical,99.75,49.55,74.6,49.9,49.85
xor_quadrant,,98.75,45.9,49.2,51.25
diagonal,,,95.2,49.9,75.75
circle,,,,96.5,48.75
horizontal,,,,,99.75
