task,initial_accuracy,best_accuracy,final_accuracy,forgetting
vertical,99.75,99.75,49.85,49.9
xor_quadrant,98.75,98.75,51.25,47.5
diagonal,95.2,95.2,75.75,19.45
circle,96.5,96.5,48.75,47.75
horizontal,99.75,99.75,99.75,0.0
