task,phase,epoch,train_loss,train_accuracy,epoch_seconds
vertical,1,1,0.74036,49.17,1.463
vertical,1,2,0.66232,70.79,1.096
vertical,1,3,0.5644,88.6,1.103
vertical,1,4,0.40814,93.6,1.117
vertical,1,5,0.23426,96.82,1.122
circle,2,1,1.06818,49.43,1.163
circle,2,2,0.81522,50.17,1.144
circle,2,3,0.67869,56.62,1.193
circle,2,4,0.602,70.95,1.355
circle,2,5,0.56196,76.05,1.173
horizontal,3,1,0.70666,61.13,1.205
horizontal,3,2,0.5758,80.15,1.242
horizontal,3,3,0.47091,89.92,1.24
horizontal,3,4,0.35513,94.83,1.212
horizontal,3,5,0.24017,97.19,1.169
diagonal,4,1,0.37185,80.29,1.174
diagonal,4,2,0.23374,89.69,1.204
diagonal,4,3,0.14155,97.17,1.262
diagonal,4,4,0.09032,99.35,1.352
diagonal,4,5,0.06241,99.23,1.345
xor_quadrant,5,1,1.53131,57.24,1.233
xor_quadrant,5,2,0.86695,65.88,1.236
xor_quadrant,5,3,0.66721,67.02,1.227
xor_quadrant,5,4,0.61227,67.53,1.202
xor_quadrant,5,5,0.59166,68.35,1.205
