task,phase,epoch,train_loss,train_accuracy,epoch_seconds
circle,1,1,0.61718,73.65,1.47
circle,1,2,0.55652,76.56,1.138
circle,1,3,0.54923,76.56,1.128
circle,1,4,0.54667,76.56,1.171
circle,1,5,0.54422,76.56,1.211
vertical,2,1,0.74486,49.77,1.295
vertical,2,2,0.64219,76.92,1.476
vertical,2,3,0.57303,92.53,1.463
vertical,2,4,0.4709,93.95,1.454
vertical,2,5,0.3303,96.72,1.437
diagonal,3,1,0.39548,80.09,1.378
diagonal,3,2,0.28564,87.88,1.264
diagonal,3,3,0.20211,96.51,1.355
diagonal,3,4,0.15264,98.84,1.32
diagonal,3,5,0.11797,99.02,1.314
horizontal,4,1,0.50445,80.67,1.305
horizontal,4,2,0.2725,88.31,1.377
horizontal,4,3,0.15797,93.34,1.264
horizontal,4,4,0.10015,96.06,1.436
horizontal,4,5,0.06673,97.66,1.452
xor_quadrant,5,1,1.71629,51.58,1.374
xor_quadrant,5,2,1.08921,52.31,1.366
xor_quadrant,5,3,0.80932,52.61,1.318
xor_quadrant,5,4,0.70849,53.72,1.413
xor_quadrant,5,5,0.67179,57.47,1.58
